Property Address,Property Name,PropertyType,Building Status,Submarket Cluster,Submarket Name,City,State,Zip,County Name,Year Built,Number Of Stories,Year Renovated,Number Of Parking Spaces,Parking Ratio,RBA,Max Building Contiguous Space,Smallest Available Space,Total Available Space (SF),Direct Available Space,Direct Vacant Space,Sublet Available Space,Average Weighted Rent,Percent Leased,Office Space,Building Tax Expenses,Building Operating Expenses,Sublet Services,Direct Services,Leasing Company Name,Leasing Company City State Zip,Leasing Company Phone,Leasing Company Fax,Primary Agent Name,Property Manager Name,Developer Name,Owner Name,Features,Power,Ceiling Ht,Number Of Loading Docks,Drive Ins,Column Spacing,Sprinklers,Number Of Cranes,Construction Material,Rail Lines,Heating,Sewer,Water,Gas,PropertyID,Avg Rent-Direct (Industrial),Avg Rent-Sublet (Industrial),Building Park,Land Area (AC),Latitude,Longitude,Owner Address,Owner City State Zip,Owner Contact,Owner Phone,Property Manager Address,Property Manager City State Zip,Property Manager Contact,Property Manager Phone,Recorded Owner Address,Recorded Owner City State Zip,Recorded Owner Contact,Recorded Owner Name,Recorded Owner Phone,Rent Type,Rent/SF/Yr,Sale Company Address,Sale Company City State Zip,Sale Company Contact,Sale Company Fax,Sale Company Name,Sale Company Phone,Sales Company,Sales Contact,Sales Contact Phone,True Owner Address,True Owner City State Zip,True Owner Contact,True Owner Name,True Owner Phone,Zoning,Anchor Tenants,Building Class,Fema Flood Zone,Flood Risk Area,Floodplain Area,For Sale Price,Fund Name,Last Sale Date,Last Sale Price,Leasing Company Address,Leasing Company Contact,Star Rating,Tax Year,Taxes Per SF,Taxes Total,Tenancy,Total Buildings
5721 Shier Rings Rd,,Industrial,Existing,Northwest,Dublin,Dublin,OH,43016-1233,Franklin,1978,1,,80,2.29,35000,,,,,0,,-,100,,2021 Tax @ $3.49/sf,2021 Tax @ $3.49/sf,,,,,,,,,,Cols Southern Electric,,,"20'0""",,6,,,,,,,,,,495219,,,,14.9,40.096036,-83.142772,5721 Shier Rings Rd,"Dublin, OH 43016-1233",Marty Grosh,6144647265,,,,,5721 Shier Rings Rd,"Dublin, OH 43016-1233",,Cols Southern Electric,6144647265,,$7.95 - 9.72 (Est.),,,,,,,,,,5721 Shier Rings Rd,"Dublin, OH 43016-1233",Marty Grosh,Cols Southern Electric,6144647265,,,C,The base floodplain where base flood elevations are provided. AE Zones are now used on new format FIRMs instead of A1-A30 Zones.,High Risk Areas,100-year Floodplain,,,,,,,3,2021,3.49,122164.42,Single,
2821-2825 Silver Dr,,Industrial,Existing,Northeast,N Central Columbus,Columbus,OH,43211-1052,Franklin,1965,1,,40,1.15,34740,,,,,0,,-,100,,2021 Tax @ $0.66/sf,2021 Tax @ $0.66/sf,,,"The Barcus Company, Inc.","Columbus, OH 43220-2006",6144519000,6144516161,Sue Potts,,,Hadley Fund,Fenced Lot,600a/3v,"18'0""",7,"2/9'0""w x 13'0""h",,Yes,,Masonry,,,,,,495933,,,,1.429982,40.022503,-82.996354,353 W Town St,"Columbus, OH 43215-4033",,,,,,,353 W Town St,"Columbus, OH 43215-4033",,Hadley Fund,,,$6.27 - 7.66 (Est.),,,,,,,,,,353 W Town St,"Columbus, OH 43215-4033",,Hadley Fund,,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,1601 Bethel Rd,Sue Potts,2,2021,0.66,23039.42,Single,
3025-3041 Silver Dr,,Industrial,Existing,Northeast,N Central Columbus,Columbus,OH,43224-3945,Franklin,1940,1,,19,,42000,,,,,0,,-,100,,2021 Tax @ $0.52/sf,2021 Tax @ $0.52/sf,,,John Ranfit & Company,,6142212288,6142336862,Stephen Kuss,,,Panacea,,,"18'0""",,"6/9'0""w x 12'0""h",,,,Masonry,,,,,,510372,,,Silver Park,,40.026595,-82.995796,2711 International St,"Columbus, OH 43228-4604",Frank Paniccia,6148507000,,,,,2711 International St,"Columbus, OH 43228-4604",,Silver Park Corp,,,$6.12 - 7.48 (Est.),,,,,,,,,,2711 International St,"Columbus, OH 43228-4604",Frank Paniccia,Panacea,6148507000,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,4/1/15 0:00,,,Stephen Kuss,2,2021,0.52,21837.4,Multi,
3535 Silverado Dr,,Industrial,Existing,Northwest,Hilliard,Columbus,OH,43228-9546,Franklin,1970,1,,,,35000,,,,,0,,-,100,,2021 Tax @ $0.66/sf,2021 Tax @ $0.66/sf,,,,,,,,,,Panic Distribution Corp,,,,,1,,,,,,,,,,495941,,,,2,39.99791,-83.101177,1825 Joyce Ave,"Columbus, OH 43219-1027",Frank Paniccia,6142671211,,,,,1825 Joyce Ave,"Columbus, OH 43219-1027",,Panic Distribution Corp,6142671211,,$7.40 - 9.04 (Est.),,,,,,,,,,1825 Joyce Ave,"Columbus, OH 43219-1027",Frank Paniccia,Panic Distribution Corp,6142671211,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,2,2021,0.66,23162.92,Single,
2100 Southwest Blvd,,Industrial,Existing,Southwest,SW Columbus,Grove City,OH,43123,Franklin,2004,1,,80,2.33,34272,,,,,0,,-,100,,2021 Tax @ $2.17/sf,2021 Tax @ $2.17/sf,,,,,,,,,,Bradley L Smith,,,,4,"1/12'0""w x 14'0""h",,,,Reinforced Concrete,,,,,,7696130,,,,4.33,39.887801,-83.058236,,,Bradley Smith,4196292311,,,,,44 S Washington St,"New Bremen, OH 45869-1247",,New Bremen Investments Inc,,,$6.99 - 8.55 (Est.),,,,,,,,,,,,Bradley Smith,Bradley L Smith,4196292311,,,B,Areas with a 1% annual chance of flooding and a 26% chance of flooding over the life of a 30-year mortgage.,High Risk Areas,100-year Floodplain,,,,,,,3,2021,2.17,74453.74,Single,
2156-2180 Southwest Blvd,Building B,Industrial,Existing,Southwest,SW Columbus,Grove City,OH,43123,Franklin,2006,1,,60,1.72,34933,,,,,0,,-,100,,2021 Tax @ $0.69/sf,2021 Tax @ $0.69/sf,,,,,,,,,Pizzuti,Pizzuti,,200a 3p,"18'0""",,"5/12'0""w x 14'0""h",44'w x 41'd,,,Reinforced Concrete,,,,,,5326307,,,SouthPark Business Center,6.5551,39.887989,-83.059912,629 N High St Suite # 500,"Columbus, OH 43215-2025",Mike Chivini,6142804000,,,,,Two Mivanova Pl Suite # 800,"Columbus, OH 43215    ",,Pizzuti/Southpark Business Ctr LLC,,,$6.90 - 8.43 (Est.),,,,,,,,,,629 N High St Suite # 500,"Columbus, OH 43215-2025",Mike Chivini,Pizzuti,6142804000,PUD,,B,Areas with a 1% annual chance of flooding and a 26% chance of flooding over the life of a 30-year mortgage.,High Risk Areas,100-year Floodplain,,,,,,,3,2021,0.69,24158.08,Multi,
253 E Spring St,,Industrial,Existing,Downtown,Downtown,Columbus,OH,43215-2646,Franklin,1930,1,,8,,36000,,,,,0,,-,100,,2021 Tax @ $0.24/sf,2021 Tax @ $0.24/sf,,,,,,,,,,Central Ohio Welding,,,"18'0""",2,"4/14'0""w x 18'0""h",,,,Masonry,,,,,,494522,,,Columbus Warehouse District,1.5,39.966596,-82.994653,253 E Spring St,"Columbus, OH 43215-2646",Mike Burns,6142245207,,,,,253 E Spring St,"Columbus, OH 43215-2646",,Central Ohio Welding,6142245207,,$8.20 - 10.02 (Est.),,,,,,,,,,253 E Spring St,"Columbus, OH 43215-2646",Mike Burns,Central Ohio Welding,6142245207,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,2,2021,0.24,8806.89,Single,
5500 Stanley Steemer Pky,Stanley Steemer International,Flex,Existing,Northwest,Dublin,Dublin,OH,43016-1208,Franklin,1980,1,,80,1.07,30455,,,,,0,,-,100,,2021 Tax @ $1.96/sf,2021 Tax @ $1.96/sf,,,Kohr Royer Griffith Inc.,"Columbus, OH 43215-1010",6142554375,6142286980,Paul Bloomfield,Bates Property Management,,Stanley Steemer International Inc,Property Manager on Site,,"14'0""",,"1/9'0""w x 11'0""h",,,,Masonry,,,,,,493770,,,,5.03,40.095542,-83.13819,5800 Innovation Dr,"Dublin, OH 43016-3271",Erin Jankowski,6147642007,6358-6364 Dublin Industrial Ln,"Dublin, OH 43016-1277",,,5500 Stanley Steemer Pky,"Dublin, OH 43016    ",,Bates Property Management Ltd,6147642007,,$7.50 - 9.17 (Est.),,,,,,,,,,5800 Innovation Dr,"Dublin, OH 43016-3271",Erin Jankowski,Stanley Steemer International Inc,6147642007,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,1480 Dublin Rd,Paul Bloomfield,3,2021,1.96,59812.42,,
939 E Starr Ave,,Industrial,Existing,Northeast,N Central Columbus,Columbus,OH,43201-3042,Franklin,1930,1,,114,2.81,40600,,,,,0,,-,100,,2021 Tax @ $0.46/sf,2021 Tax @ $0.46/sf,,,,,,,,,,Gateway Investment Properties LLC,Fenced Lot,,"22'0""",,"19/9'0""w x 12'0""h",,,,Masonry,,,,,,494949,,,,7,39.981825,-82.979066,5715 Canal Rd,"Valley View, OH 44125    ",Brian O'Donnell,8884803027,,,,,5715 Canal Rd,"Cleveland, OH 44125-3402",,Brutus Investment Props Llc,,,$6.13 - 7.50 (Est.),,,,,,,,,,5715 Canal Rd,"Valley View, OH 44125    ",Brian O'Donnell,Gateway Investment Properties LLC,8884803027,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,12/11/14 0:00,680000,,,2,2021,0.46,18830.08,Single,
875 S State St,,Industrial,Demolished,Northeast,Westerville,Westerville,OH,43081-3345,Franklin,1975,1,,18,,31550,,,,,0,,-,,,2021 Tax @ $0.86/sf,2021 Tax @ $0.86/sf,,,,,,,,,,Roush Equipment Inc,,,,,,,,,Metal,,,,,,1433350,,,,4,40.103493,-82.927587,104 W Schrook Rd,"Westerville, OH 43081    ",,,,,,,104 W Schrock Rd,"Westerville, OH 43081-2832",,Roush Equipment Inc,,,Not Disclosed,,,,,,,,,,104 W Schrook Rd,"Westerville, OH 43081    ",,Roush Equipment Inc,,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,8/16/07 0:00,1100000,,,2,2021,0.86,27085.78,Single,
1324 Stimmel Rd,,Industrial,Existing,Southwest,SW Columbus,Columbus,OH,43223-2917,Franklin,1983,1,1993,40,1.2,33000,,,,,0,,-,100,4950,2021 Tax @ $1.06/sf,2021 Tax @ $1.06/sf,,,,,,,,,,Patrick T & Judy A Anderson,"Buss Ducts, Skylights, Air Conditioning",1200a/277-480v 3p,"22'0""",2,1,,None,,,,Gas,City,City,Natural,43496,,,,2.315,39.934774,-83.032639,247 Charleston Ave,"Columbus, OH 43214",Patrick Anderson,6144810741,,,,,1324 Stimmel Rd,"Columbus, OH 43223-2917",,"Empress, Inc.",6144867780,,$4.82 - 5.89 (Est.),,,,,,,,,,247 Charleston Ave,"Columbus, OH 43214",Patrick Anderson,Patrick T & Judy A Anderson,6144810741,"N/Av, Columbus",,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,2/6/02 0:00,895700,,,3,2021,1.06,35008.58,Single,
222 Stover Dr,,Industrial,Existing,Delaware County,Delaware County,Delaware,OH,43015,Delaware,1990,1,,64,1.69,34925,,,,,0,,-,100,5239,2021 Tax @ $2.10/sf,2021 Tax @ $2.10/sf,,,,,,,,,,American Howa Kentucky,,,"19'0""",3,"2/10'0""w x 14'0""h",,,,Metal,,,,,,7052276,,,,5.89,40.278953,-83.092369,222 Stover Dr,"Delaware, OH 43015    ",Hiroshi Senga,2705634400,,,,,222 Stover Dr,"Delaware, OH 43015    ",,American Howa Kentucky,2705634400,,$6.93 - 8.48 (Est.),,,,,,,,,,222 Stover Dr,"Delaware, OH 43015    ",Hiroshi Senga,American Howa Kentucky,2705634400,M-2,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,8/18/11 0:00,1175000,,,3,2021,2.1,73429.62,Single,
680 Sunbury Rd,,Industrial,Existing,Delaware County,Delaware County,Delaware,OH,43015,Delaware,1966,1,,36,1.23,29268,,,,,0,,-,100,10874,2021 Tax @ $0.85/sf,2021 Tax @ $0.85/sf,,,RJ Boll Realty,"Dublin, OH 43017-1592",6147992100,6147992112,Ray Boll,,,American Freight of Ohio Inc,"Fenced Lot, Floor Drains",400a/120-240v,"16'0""",2,2,,,,Reinforced Concrete,,,,,,6711625,,,,3.98,40.2950091,-83.0401908,2748 Lexington Ave,"Mansfield, OH 44904    ",Steven Belford,4198846178,,,,,4270 Morse Rd,"Columbus, OH 43230",,Delaware Mill Run Crossing Llc,,,$6.92 - 8.46 (Est.),,,,,,,,,,2748 Lexington Ave,"Mansfield, OH 44904    ",Steven Belford,American Freight of Ohio Inc,4198846178,B3/B4,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,9/30/09 0:00,875000,5880 Sawmill Rd Suite # 150,Ray Boll,2,2021,0.85,24928.48,Single,
14440 Suntra Way,Kern & Kern,Industrial,Existing,Union County,Union County,Marysville,OH,43040-9578,Union,1980,1,,30,,41160,,,,,0,,-,100,,2021 Tax @ $0.64/sf,2021 Tax @ $0.64/sf,,,,"Marysville, OH 43040-9578",,9376426024,,Kern & Kern Inc.,,Kern & Kern Inc.,Property Manager on Site,,"18'0""",,2,,,,,,,,,,496566,,,,3,40.214521,-83.323245,14440 Suntra Way,"Marysville, OH 43040-9578",,,14440 Suntra Way,"Marysville, OH 43040-9578",,,14440 Suntra Way,"Marysville, OH 43040-9578",,Kern & Kern Inc.,,,$8.26 - 10.10 (Est.),,,,,,,,,,14440 Suntra Way,"Marysville, OH 43040-9578",,Kern & Kern Inc.,,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,14440 Suntra Way,,2,2021,0.64,26230.84,Single,
4501 Sutphen Ct,,Industrial,Existing,Northwest,Hilliard,Hilliard,OH,43026-1224,Franklin,1978,1,,13,,31500,,,,,0,,-,100,,2021 Tax @ $0.97/sf,2021 Tax @ $0.97/sf,,,,,,,,,,Bwa South Co Inc,,,"16'0""",1,"1/9'0""w x 11'0""h",,,,Metal,,,,,,495289,,,,1,40.02834,-83.136212,4501 Sutphen Ct,"Hilliard, OH 43026-1224",Bob Armbruster,5137334343,,,,,5705 Griffiths Ln,"Powell, OH 43065",,Rljj Ltd,,,$7.60 - 9.29 (Est.),,,,,,,,,,4501 Sutphen Ct,"Hilliard, OH 43026-1224",Bob Armbruster,Bwa South Co Inc,5137334343,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,10/4/12 0:00,,,,2,2021,0.97,30538.74,Single,
2955-2999 Switzer Ave,,Industrial,Existing,Northeast,Airport,Columbus,OH,43219-2315,Franklin,1967,1,,40,1,32400,,,,,0,,-,100,,2021 Tax @ $0.91/sf,2021 Tax @ $0.91/sf,,,,,,,,,,Jack L & Bonnie L Evans,,,"19'0""",,"11/12'0""w x 14'0""h",,None,,Masonry,,,,,,495861,,,,1.4,39.99523,-82.927272,4491 Johnstown Rd,"Gahanna, OH 43230-1820",Jack Evans,6148551464,,,,,4491 Johnstown Rd,"Gahanna, OH 43230-1820",,Jack L & Bonnie L Evans,6148551464,,$6.54 - 8.00 (Est.),,,,,,,,,,4491 Johnstown Rd,"Gahanna, OH 43230-1820",Jack Evans,Jack L & Bonnie L Evans,6148551464,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,3,2021,0.91,29556.34,Multi,
316 W Sylvan Ave,,Industrial,Existing,Fairfield County,Fairfield County,Lancaster,OH,43130-2841,Fairfield,1945,1,,,,35000,,,,,0,,-,100,,2021 Tax @ $0.04/sf,2021 Tax @ $0.04/sf,,,,,,,,,,Jfm Excavation Llc,,,,,,,,,,,,,,,889738,,,,0.22,39.717123,-82.6197701,1101 W Mulberry St,"Lancaster, OH 43130-3556",John Moody,7403806406,,,,,1101 W Mulberry St,"Lancaster, OH 43130-3556",,Jfm Excavation Llc,7403806406,,$6.41 - 7.84 (Est.),,,,,,,,,,1101 W Mulberry St,"Lancaster, OH 43130-3556",John Moody,Jfm Excavation Llc,7403806406,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,3/25/16 0:00,35000,,,1,2021,0.04,1498.68,Multi,
6608 Taylor Rd,Warehouse,Industrial,Existing,Northeast,Airport,Blacklick,OH,43004-8661,Franklin,1963,1,,6,,40000,,,,,0,,-,100,,2021 Tax @ $0.75/sf,2021 Tax @ $0.75/sf,,,,,,,,,,G & K Property Enertprises Llc,Fenced Lot,,"18'0""",,"4/8'0""w x 10'0""h",,,,,,,,,,511856,,,,7.6407,40.001549,-82.81957,6608 Taylor Rd,"Blacklick, OH 43004-8661",Garry Schwartzkopf,7405492004,,,,,6608 Taylor Rd,"Blacklick, OH 43004-8661",,G & K Property Enertprises Llc,7405492004,,$6.69 - 8.18 (Est.),,,,,,,,,,6608 Taylor Rd,"Blacklick, OH 43004-8661",Garry Schwartzkopf,G & K Property Enertprises Llc,7405492004,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,9/9/08 0:00,950000,,,2,2021,0.75,30153.9,Single,
6615 Taylor Rd,,Industrial,Existing,Northeast,Airport,Blacklick,OH,43004-9600,Franklin,1999,1,,40,1.14,31000,,,,,0,,-,100,,2021 Tax @ $1.73/sf,2021 Tax @ $1.73/sf,,,,,,,,,,Anomatic Corp,,,"16'0""",1,"1/9'0""w x 12'0""h",,,,,,,,,,583565,,,,3.615978,40.000176,-82.819084,1650 Tamarack Rd,"Newark, OH 43055-1359",William Rusch,7405222203,,,,,8880 Innovation Campus Ct,"New Albany, OH 43031",,Anomatic Corporation,7405222203,,$5.41 - 6.61 (Est.),,,,,,,,,,1650 Tamarack Rd,"Newark, OH 43055-1359",William Rusch,Anomatic Corp,7405222203,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,2/12/19 0:00,1650000,,,3,2021,1.73,53516.22,Single,
6630-6640 Taylor Rd,Front Warehouse,Industrial,Existing,Northeast,Airport,Blacklick,OH,43004-8661,Franklin,1973,1,,36,1.2,30000,,,,,0,,-,100,,2021 Tax @ $2.11/sf,2021 Tax @ $2.11/sf,,,,,,,,,,George Shutt,Fenced Lot,,"14'0""",,"6/9'0""w x 12'0""h",,,,Masonry,,,,,,496006,,,,14.19,40.001372,-82.816194,,"DeSoto, TX 75123-3054",Jess Howard,,,,,,,"DeSoto, TX 75123-3054",,George Shutt,,,$6.72 - 8.21 (Est.),,,,,,,,,,,"DeSoto, TX 75123-3054",Jess Howard,George Shutt,,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,2,2021,2.11,63411.22,Multi,
6635 Taylor Rd,,Industrial,Existing,Northeast,Airport,Blacklick,OH,43004-9600,Franklin,1996,1,,40,1.33,30000,,,,,0,,-,100,1000,2021 Tax @ $1.74/sf,2021 Tax @ $1.74/sf,,,,,,,,,,Sander Robert M,,,"20'0""",2,"1/9'0""w x 12'0""h",,,,Masonry,,,,,,658251,,,,5,40.000224,-82.817749,6635 Taylor Rd,"Taylor Station, OH 43004",Robert Sander,6148641116,,,,,6635 Taylor Rd,"Taylor Station, OH 43004",,Sander Robert M,6148641116,,$6.34 - 7.75 (Est.),,,,,,,,,,6635 Taylor Rd,"Taylor Station, OH 43004",Robert Sander,Sander Robert M,6148641116,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,3,2021,1.74,52218.88,Single,
6751 D Taylor Rd,,Industrial,Existing,Northeast,Airport,Blacklick,OH,43004-8663,Franklin,1975,1,,14,4.76,40000,,,,,0,,-,100,,2021 Tax @ $1.20/sf,2021 Tax @ $1.20/sf,,,Conley Properties,"Blacklick, OH 43004",6148666536,6148644881,Brent Conley,Conley Properties,,Conley Properties,,200a 1p 3w,"18'0""",,"5/9'0""w x 13'0""h",,None,,Metal,,,,,,509508,,,,0.5,39.998793,-82.815156,6751 Taylor Rd Suite # 2,"Blacklick, OH 43004",,6148666536,6751 Taylor Rd Suite # 2,"Blacklick, OH 43004",,6148666536,6751 Taylor Rd Suite # 2,"Blacklick, OH 43004",,Conley Properties,6148666536,,$8.55 - 9.48 (Est.),,,,,,,,,,6751 Taylor Rd Suite # 2,"Blacklick, OH 43004",,Conley Properties,6148666536,M,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,6751 Taylor Rd Suite # 2,Brent Conley,2,2021,1.2,48154.48,Multi,
650 Taylor Station Rd,,Industrial,Existing,Northeast,Airport,Gahanna,OH,43230,Franklin,2008,1,,31,1.68,31482,,,,,17000,,-,100,,2021 Tax @ $1.82/sf,2021 Tax @ $1.82/sf,,,NAI Ohio Equities LLC,"Columbus, OH 43215",6146295217,6142245436,Mike Semon,,,SA & D Properties LLC,,600a 3p,"23'0""",3,"1/8'0""w x 11'0""h",50'w x 50'd,Yes,,Masonry,,Yes,Yes,Yes,Yes,5705521,,,,9,39.9999372,-82.8337685,2651 E Main St,"Columbus, OH 43209-2447",Thomas Rocco,6143102113,,,,,650 Taylor Station Rd,"Gahanna, OH 43230",,Warehouse Specialists Llc,,,$5.39 - 6.59 (Est.),,,,,,,,,,2651 E Main St,"Columbus, OH 43209-2447",Thomas Rocco,SA & D Properties LLC,6143102113,Light Industrial,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,605 S Front St Suite # 200,Mike Semon,3,2021,1.82,57275.06,Multi,
821-825 Taylor Station Rd,,Industrial,Existing,Northeast,Airport,Columbus,OH,43230-6654,Franklin,1983,1,,24,,35600,,,,,0,,-,100,,2021 Tax @ $1.29/sf,2021 Tax @ $1.29/sf,,,Ribtech Ribbon Corp.,"Gahanna, OH 43230",6148645444,,Scott Palmer,,,Ribtech Ribbon Corp.,,,"22'0""",,"2/9'0""w x 12'0""h",,,,Masonry,,,,,,495996,,,,3,39.995898,-82.838664,825 Taylor Station Rd,"Gahanna, OH 43230",Scott Palmer,6148645444,,,,,825 Taylor Station Rd,"Gahanna, OH 43230",,Ribtech Ribbon Corp.,6148645444,,$6.10 - 7.46 (Est.),,,,,,,,,,825 Taylor Station Rd,"Gahanna, OH 43230",Scott Palmer,Ribtech Ribbon Corp.,6148645444,,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,825 Taylor Station Rd,Scott Palmer,3,2021,1.29,45797.26,Single,
1020 Taylor Station Rd,,Flex,Existing,Northeast,Airport,Gahanna,OH,43230-6673,Franklin,2000,1,,48,1.39,34500,,,,,0,,-,100,,,,,,DRK and Company Realty,"Westerville, OH 43082-8985",6145402404,6145402426,"Jim Bain, SIOR",Village Communities,,Kanwal N. &  Lynn  W. Singh,,3p,"14'0""",,"8/9'0""w x 12'0""h",,,,Masonry,,,,,,507693,,,Taylor Station Commerce C,,39.990285,-82.840671,2701 Indianola Ave,"Columbus, OH 43202    ",Kanwal Singh,6142630090,470 Olde Worthington Rd Suite # 101,"Westerville, OH 43082-8985",,6145402400,2701 Indianola Ave,"Columbus, OH 43202    ",,Kanwal N. &  Lynn  W. Singh,6142630090,,$6.60 - 8.07 (Est.),,,,,,,,,,2701 Indianola Ave,"Columbus, OH 43202    ",Kanwal Singh,Kanwal N. &  Lynn  W. Singh,6142630090,M-1,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,10/23/03 0:00,247582,470 Olde Worthington Rd Suite # 101,"Jim Bain, SIOR",2,,,,Multi,
115 S Terrace Ave,,Industrial,Existing,Licking County,Licking County,Newark,OH,43055-1319,Licking,1995,1,,,,30000,,,,,0,,-,100,,2021 Tax @ $0.53/sf,2021 Tax @ $0.53/sf,,,,,,,,,,"Holtz Industries, Inc.",,,,,,,,,,,,,,,10958697,,,,2.240037,40.0418451,-82.4607492,200 S Terrace Ct,"Newark, OH 43055-1132",Raymond Holtz,7403664002,,,,,115 Terrace Ct,"Newark, OH 43055",,Holtz Properties Llc,,,$4.60 - 5.62 (Est.),,,,,,,,,,200 S Terrace Ct,"Newark, OH 43055-1132",Raymond Holtz,"Holtz Industries, Inc.",7403664002,,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,2/27/19 0:00,900000,,,2,2021,0.53,15880.18,,
900-942 W Third Ave,,Industrial,Existing,Northwest,Grandview,Columbus,OH,43212-3107,Franklin,1905,1,,12,,32000,,,,,0,,-,100,2000,2021 Tax @ $1.82/sf,2021 Tax @ $1.82/sf,,,,"Columbus, OH 43215-2232",,6148572346,,,,Columbus Builders Supply,Fenced Lot,,"10'0""",,"3/9'0""w x 11'0""h",,,,Masonry,,,,,,495141,,,,2.85,39.984708,-83.029631,900 W Third Ave,"Columbus, OH 43212    ",Chris Kern,6142944991,,,,,,,,Christopher R Kern & Kathy Schmidt,,,$7.90 - 9.66 (Est.),,,,,,,,,,900 W Third Ave,"Columbus, OH 43212    ",Chris Kern,Columbus Builders Supply,6142944991,Manufacturing,,B,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,4/8/08 0:00,1250000,375 N Front St Suite # 200,,2,2021,1.82,58203.68,Multi,
1100 W Third Ave,,Industrial,Existing,Northwest,Grandview,Columbus,OH,43212-3113,Franklin,1920,1,,28,,37134,,,,,0,,-,100,3000,2021 Tax @ $1.60/sf,2021 Tax @ $1.60/sf,,,,,,,,,,Shaffer Distributing,,,"12'0""",8,None,,,,Masonry,,,,,,495147,,,,3,39.985381,-83.034552,1100 W Third Ave Suite # null,"Columbus, OH 43212-3113",Steve Shaffer,6144216800,,,,,1100 W Third Ave Suite # null,"Columbus, OH 43212-3113",,Shaffer Distributing,6144216800,,$7.67 - 9.37 (Est.),,,,,,,,,,1100 W Third Ave Suite # null,"Columbus, OH 43212-3113",Steve Shaffer,Shaffer Distributing,6144216800,,,C,"Area of moderate flood hazard, usually the area between the limits of the 100-year and 500-year floods.",Moderate to Low Risk Areas,100-year and 500-year Floodplain,,,,,,,2,2021,1.6,59505.12,Single,
