current_occupant,business_name,tradestyle_name,duns,subject_address_full,website,phone,naics_code,naics_description,sic_code,sic_description,employees_at_location,year_started,type_of_location,company_address_line_1,company_address_city,company_address_state,company_address_postal_code,subject_address_line_1,subject_address_city,subject_address_state,subject_address_postal_code,reonomy_property_id,apn,longitude,latitude
Auto Core Systems,Auto Core Systems,,957871150,"3671 INTERCHANGE RD, COLUMBUS, OH 43204",,7403625599,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",34710202,Cleaning and descaling Metal products,3,2009,Single Location,3691 Interchange Rd,Columbus,OH,43204,3671 Interchange Rd,Columbus,OH,43204,788fa8ac-50b4-5619-b0c9-8c808509b772,570-123469,-83.103187,39.972819
"Jf Acquisition, LLC","Jf Acquisition, LLC",,176738896,"3671 INTERCHANGE RD, COLUMBUS, OH 43204",,8664811976,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,50870000,Service establishment equipment,7,,Branch,3743 Interchange Rd,Columbus,OH,43204,3671 Interchange Rd,Columbus,OH,43204,788fa8ac-50b4-5619-b0c9-8c808509b772,570-123469,-83.103814,39.972552
Cs Bhullar Cricket Foundation,Cs Bhullar Cricket Foundation,,120385396,"3671 INTERCHANGE RD, COLUMBUS, OH 43204",,,813211,Grantmaking Foundations,67320000,"Trusts: educational, religious, etc.",2,2022,Single Location,3739 Interchange Rd,Columbus,OH,43204,3671 Interchange Rd,Columbus,OH,43204,788fa8ac-50b4-5619-b0c9-8c808509b772,570-123469,-83.103782,39.972663
New Aqua LLC,New Aqua LLC,New Aqua LLC,025179901,"3671 INTERCHANGE RD, COLUMBUS, OH 43204",www.ilovemywater.com,6142659000,333310,Commercial and Service Industry Machinery Manufacturing,35890304,"Water filters and softeners, household type",3,,Branch,3707 Interchange Rd,Columbus,OH,43204,3671 Interchange Rd,Columbus,OH,43204,788fa8ac-50b4-5619-b0c9-8c808509b772,570-123469,-83.103899,39.973614
Korman Construction Corp,Korman Construction Corp,,961685328,"3671 INTERCHANGE RD, COLUMBUS, OH 43204",www.kormansiding.com,6142742170,238160,Roofing Contractors,17610103,Roofing contractor,18,1996,Single Location,3695 Interchange Rd,Columbus,OH,43204,3671 Interchange Rd,Columbus,OH,43204,788fa8ac-50b4-5619-b0c9-8c808509b772,570-123469,-83.10321,39.972701
Premier Delivery Services,Premier Delivery Services,,024311182,"3671 INTERCHANGE RD, COLUMBUS, OH 43204",www.couriercolumbus.com,6142545182,484110,"General Freight Trucking, Local",42129903,"Delivery service, vehicular",2,2016,Single Location,3687 Interchange Rd Ste G,Columbus,OH,43204,3671 Interchange Rd,Columbus,OH,43204,788fa8ac-50b4-5619-b0c9-8c808509b772,570-123469,-83.103158,39.972912
"Ohio Basement Authority, LLC","Ohio Basement Authority, LLC",Ohio Basement Authority,054761037,"2419 MCGAW RD, OBETZ, OH 43207",www.ohiobasementauthority.com,6142390100,238990,All Other Specialty Trade Contractors,17990209,Waterproofing,10,2010,HQ,2421 Mcgaw Rd,Obetz,OH,43207,2419 Mcgaw Rd,Obetz,OH,43207,20b4789c-0271-53c8-8a9f-4b97b9862328,152-000257,-82.940624,39.866645
"Coyote Run, LLC","Coyote Run, LLC",,062766291,"4343 S HAMILTON RD, GROVEPORT, OH 43125",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2010,Single Location,4343 S Hamilton Rd,Groveport,OH,43125,4343 S Hamilton Rd,Groveport,OH,43125,3957ca13-d08d-5d06-b420-3ab53730956d,185-001372,-82.884247,39.885383
"4343 South Hamilton Road, LLC","4343 South Hamilton Road, LLC",,027756024,"4343 S HAMILTON RD, GROVEPORT, OH 43125",www.haguewater.com,,541618,Other Management Consulting Services,87480000,"Business consulting, nec",2,2010,Single Location,4343 S Hamilton Rd,Groveport,OH,43125,4343 S Hamilton Rd,Groveport,OH,43125,3957ca13-d08d-5d06-b420-3ab53730956d,185-001372,-82.884247,39.885383
"107 State Route 508, LLC","107 State Route 508, LLC",,122377774,"4343 S HAMILTON RD, GROVEPORT, OH 43125",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2016,Single Location,4343 S Hamilton Rd,Groveport,OH,43125,4343 S Hamilton Rd,Groveport,OH,43125,3957ca13-d08d-5d06-b420-3ab53730956d,185-001372,-82.884247,39.885383
"William R. Hague, Inc.","William R. Hague, Inc.",Hague Quality Water Intl,017895129,"4343 S HAMILTON RD, GROVEPORT, OH 43125",www.haguewater.com,6148362115,459999,All Other Miscellaneous Retailers,59999929,Water purification equipment,100,1964,Single Location,4343 S Hamilton Rd,Groveport,OH,43125,4343 S Hamilton Rd,Groveport,OH,43125,3957ca13-d08d-5d06-b420-3ab53730956d,185-001372,-82.884247,39.885383
Joerns LLC,Joerns LLC,,115676770,"320 OUTERBELT ST, COLUMBUS, OH 43213",www.joerns.com,5024158573,621999,All Other Miscellaneous Ambulatory Health Care Services,80990000,"Health and allied services, nec",2,2018,Single Location,320 Outerbelt St Ste A,Columbus,OH,43213,320 Outerbelt St,Columbus,OH,43213,f609a62e-64ef-5ac1-818e-2322c1e7b7ff,520-143651,-82.830146,39.987278
"Lifetree Sciences, LLC","Lifetree Sciences, LLC",,090406705,"320 OUTERBELT ST, COLUMBUS, OH 43213",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2021,Single Location,320 Outerbelt St Ste J,Columbus,OH,43213,320 Outerbelt St,Columbus,OH,43213,f609a62e-64ef-5ac1-818e-2322c1e7b7ff,520-143651,-82.829785,39.987538
Fishman Flooring Solutions,Fishman Flooring Solutions,,030202023,"320 OUTERBELT ST, COLUMBUS, OH 43213",www.lfishman.com,6143221393,423220,Home Furnishing Merchant Wholesalers,50230400,Floor coverings,2,2019,Single Location,320 Outerbelt St Ste D,Columbus,OH,43213,320 Outerbelt St,Columbus,OH,43213,f609a62e-64ef-5ac1-818e-2322c1e7b7ff,520-143651,-82.830146,39.987278
Alro Steel Corporation,Alro Steel Corporation,,157642674,"555 HILLIARD ROME RD, COLUMBUS, OH 43228",www.alro.com,6148787271,423510,Metal Service Centers and Other Metal Merchant Wholesalers,50510216,Steel,32,,Branch,555 Hilliard Rome Rd,Columbus,OH,43228,555 Hilliard Rome Rd,Columbus,OH,43228,9f679ec6-1de1-5720-b22e-5ec9536a6a32,570-106004,-83.147251,39.961273
"Cap & Associates, Inc.","Cap & Associates, Inc.",,097544308,"445 MCCORMICK BLVD, COLUMBUS, OH 43213",www.capfixtures.com,6148633363,337212,Custom Architectural Woodwork and Millwork Manufacturing,25410106,"Store fixtures, wood",170,1981,Single Location,445 Mccormick Blvd,Columbus,OH,43213,445 Mccormick Blvd,Columbus,OH,43213,e41a66b1-afbc-5afb-a349-adfd542a0ceb,520-187784,-82.827156,39.98986
Action Crash Parts,Action Crash Parts,,801600953,"2040 S HAMILTON RD, COLUMBUS, OH 43232",,6144342800,999990,Unclassified Establishments,99990000,Nonclassifiable establishments,0,1998,Single Location,2040 S Hamilton Rd,Columbus,OH,43232,2040 S Hamilton Rd,Columbus,OH,43232,742aad2b-b0b5-5fd9-85ff-b0ef18e1999b,010-115670,-82.877521,39.933165
Columbus Pallets Inc,Columbus Pallets Inc,,078438767,"2040 S HAMILTON RD, COLUMBUS, OH 43232",,6144445411,999990,Unclassified Establishments,99990000,Nonclassifiable establishments,0,2010,Single Location,2040 S Hamilton Rd,Columbus,OH,43232,2040 S Hamilton Rd,Columbus,OH,43232,742aad2b-b0b5-5fd9-85ff-b0ef18e1999b,010-115670,-82.877521,39.933165
"Global Trade Alliance, Inc.","Global Trade Alliance, Inc.",,148621832,"2040 S HAMILTON RD, COLUMBUS, OH 43232",,6147513100,441330,Automotive Parts and Accessories Retailers,55310103,Automotive parts,154,2004,HQ,2040 S Hamilton Rd,Columbus,OH,43232,2040 S Hamilton Rd,Columbus,OH,43232,742aad2b-b0b5-5fd9-85ff-b0ef18e1999b,010-115670,-82.877521,39.933165
"Carleton Circle Apartments of Cumberland County, Ltd.","Carleton Circle Apartments of Cumberland County, Ltd.",,122849195,"2040 S HAMILTON RD, COLUMBUS, OH 43232",,,531110,Lessors of Residential Buildings and Dwellings,65130000,Apartment building operators,2,2016,Single Location,2040 S Hamilton Rd,Columbus,OH,43232,2040 S Hamilton Rd,Columbus,OH,43232,742aad2b-b0b5-5fd9-85ff-b0ef18e1999b,010-115670,-82.877521,39.933165
PRI Value Insurance & Financia,PRI Value Insurance & Financia,Nationwide,021538617,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",www.privalueinsurance.com,,524210,Insurance Agencies and Brokerages,64110301,"Insurance agents, nec",3,2008,Single Location,5089 Westerville Rd,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-82.929503,40.076038
Kapp Star LLC,Kapp Star LLC,,075619562,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2019,Single Location,5087 Westerville Rd Ste B,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-82.929503,40.076038
A J Westerville Property,A J Westerville Property,,084160093,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",,6146746949,531312,Nonresidential Property Managers,65120000,Nonresidential building operators,2,2017,Single Location,5075 Westerville Rd,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-82.929503,40.076038
"Thermal Industries, Inc.","Thermal Industries, Inc.",,084442670,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",,,339999,All Other Miscellaneous Manufacturing,39990000,"Manufacturing industries, nec",2,2017,Single Location,5095 Westerville Rd,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-82.929264,40.076676
Inn Associates Columbus L P,Inn Associates Columbus L P,,106183326,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",,,721191,Bed-and-Breakfast Inns,70110400,Inns,2,2016,Single Location,5085 Westerville Rd,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-82.930272,40.075783
Ohio Bingo Supply LLC,Ohio Bingo Supply LLC,,084799388,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",,,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,50990000,"Durable goods, nec",1,2013,Single Location,5095 Westerville Rd,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-82.929264,40.076676
Barkaw Ltd,Barkaw Ltd,,070948780,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",www.barkaw.com,6149011333,423830,Industrial Machinery and Equipment Merchant Wholesalers,50840000,Industrial machinery and equipment,2,2011,Single Location,5087 Westerville Rd,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-82.929503,40.076038
"5454 Cleveland Holdings, LLC","5454 Cleveland Holdings, LLC",,061768983,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2018,Single Location,5087 Westerville Rd Ste B,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-82.929503,40.076038
Upper Arlington Insurance,Upper Arlington Insurance,,081765469,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",,6147253148,524210,Insurance Agencies and Brokerages,64110000,"Insurance agents, brokers, and service",2,2017,Single Location,5089 Westerville Rd,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-82.929503,40.076038
Patina Properties LLC,Patina Properties LLC,,120618992,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",,,531312,Nonresidential Property Managers,65120000,Nonresidential building operators,2,2022,Single Location,5083 Westerville Rd,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-82.929296,40.075587
Nest Tenders Limited,Nest Tenders Limited,Two Men & A Truck,825072697,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",www.twomenandatruck.com,6149011570,484210,Used Household and Office Goods Moving,42120400,Moving services,100,1993,Single Location,5083 Westerville Rd,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-82.929296,40.075587
Afri-Net Center For Global Integration,Afri-Net Center For Global Integration,,041064595,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",,6145893823,813410,Civic and Social Organizations,86999904,Charitable organization,6,2013,Single Location,5091 Westerville Rd,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-82.929276,40.076173
Ohio Department of Natural Resources,Ohio Department of Natural Resources,Division of Watercraft,082104436,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",senr.osu.edu,,924120,Administration of Conservation Programs,95120402,"Land, mineral, and wildlife conservation, State government",21,,Branch,5095 Westerville Rd,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-82.929264,40.076676
"Mobile-Shop Company, LLC","Mobile-Shop Company, LLC",,148286110,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",www.mobile-shop.com,6148828680,444140,Hardware Retailers,52510100,Tools,15,2004,HQ,5089 Westerville Rd,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-71.463208,42.762078
Lynx Elite Ltd,Lynx Elite Ltd,,021587604,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",,6149482704,531210,Offices of Real Estate Agents and Brokers,65310000,Real estate agents and managers,5,2016,Single Location,5093 Westerville Rd,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-82.929264,40.076448
"Columbus Micro Systems, Inc.","Columbus Micro Systems, Inc.",,197626823,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",www.columbusmicro.com,6147941981,449210,Electronics and Appliance Retailers,57340000,Computer and software stores,9,1988,HQ,5087 Westerville Rd,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-82.929503,40.076038
Platinum Prime,Platinum Prime,,096443972,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",,6146364839,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2017,Single Location,5075 Westerville Rd,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-82.929503,40.076038
"Eternal Word Ministeries, Inc","Eternal Word Ministeries, Inc",,117505122,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",www.eternalwordmin.org,6162700448,813211,Grantmaking Foundations,67320000,"Trusts: educational, religious, etc.",2,2019,Single Location,5087 Westerville Rd,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-82.929503,40.076038
Kopech & O'Grady LLC,Kopech & O'Grady LLC,,059946298,"5075 WESTERVILLE RD, COLUMBUS, OH 43231",,,541110,Offices of Lawyers,81119901,"General practice attorney, lawyer",3,1997,Single Location,5095 Westerville Rd,Columbus,OH,43231,5075 Westerville Rd,Columbus,OH,43231,afe1887f-b410-57e1-866a-7faeb4ddbaf4,600-105961,-82.929264,40.076676
Key Aviation Corporation,Key Aviation Corporation,,017513473,"555 LANCASTER AVE, REYNOLDSBURG, OH 43068",,,488119,Other Airport Operations,45810000,"Airports, flying fields, and services",2,2010,Single Location,555 Lancaster Ave,Reynoldsburg,OH,43068,555 Lancaster Ave,Reynoldsburg,OH,43068,5499cbfe-a575-5bd1-9d75-ce20bdc6936d,060-003878,-82.80935,39.971207
"Dynalab, Inc.","Dynalab, Inc.",,023568462,"555 LANCASTER AVE, REYNOLDSBURG, OH 43068",www.dynalabems.com,6148669999,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,38250202,"Analyzers for testing electrical characteristics, nec",158,1984,HQ,555 Lancaster Ave,Reynoldsburg,OH,43068,555 Lancaster Ave,Reynoldsburg,OH,43068,5499cbfe-a575-5bd1-9d75-ce20bdc6936d,060-003878,-82.810273,39.970548
Gpax Ltd,Gpax Ltd,,121400746,"555 LANCASTER AVE, REYNOLDSBURG, OH 43068",www.gpax.com,6145017622,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,51999918,Packaging materials,86,2002,Single Location,555 Lancaster Ave,Reynoldsburg,OH,43068,555 Lancaster Ave,Reynoldsburg,OH,43068,5499cbfe-a575-5bd1-9d75-ce20bdc6936d,060-003878,-82.810273,39.970548
"Dynalab Ff, Inc.","Dynalab Ff, Inc.",,828105283,"555 LANCASTER AVE, REYNOLDSBURG, OH 43068",www.dynalabems.com,6148669999,334419,Other Electronic Component Manufacturing,36790100,Electronic circuits,17,2008,Single Location,555 Lancaster Ave,Reynoldsburg,OH,43068,555 Lancaster Ave,Reynoldsburg,OH,43068,5499cbfe-a575-5bd1-9d75-ce20bdc6936d,060-003878,-82.810273,39.970548
"Dynalab Ems, Inc.","Dynalab Ems, Inc.",,829609085,"555 LANCASTER AVE, REYNOLDSBURG, OH 43068",www.dynalabems.com,6148669999,334419,Other Electronic Component Manufacturing,36790100,Electronic circuits,38,2008,Single Location,555 Lancaster Ave,Reynoldsburg,OH,43068,555 Lancaster Ave,Reynoldsburg,OH,43068,5499cbfe-a575-5bd1-9d75-ce20bdc6936d,060-003878,-82.810273,39.970548
"2337 Vista Ct., LLC","2337 Vista Ct., LLC",,088913917,"555 LANCASTER AVE, REYNOLDSBURG, OH 43068",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2013,Single Location,555 Lancaster Ave,Reynoldsburg,OH,43068,555 Lancaster Ave,Reynoldsburg,OH,43068,5499cbfe-a575-5bd1-9d75-ce20bdc6936d,060-003878,-82.810273,39.970548
Mpi Group LLC,Mpi Group LLC,,109134018,"1662 WILLIAMS RD, COLUMBUS, OH 43207",www.mpi-group.com,6144090749,541618,Other Management Consulting Services,87480000,"Business consulting, nec",1,2017,Single Location,1662 Williams Rd,Columbus,OH,43207,1662 Williams Rd,Columbus,OH,43207,582ee79f-3915-56b6-a8d4-5160031599a5,010-013761,-82.950398,39.890926
Ace Iron & Metal Company,Ace Iron & Metal Company,,078796556,"1662 WILLIAMS RD, COLUMBUS, OH 43207",www.aceironrecycling.com,6144435196,562920,Materials Recovery Facilities,49539905,"Recycling, waste materials",1,,Branch,1662 Williams Rd,Columbus,OH,43207,1662 Williams Rd,Columbus,OH,43207,582ee79f-3915-56b6-a8d4-5160031599a5,010-013761,-82.950398,39.890926
"Congrind, LLC","Congrind, LLC",,807810580,"1662 WILLIAMS RD, COLUMBUS, OH 43207",,6144924001,999990,Unclassified Establishments,99990000,Nonclassifiable establishments,0,2004,Single Location,1662 Williams Rd,Columbus,OH,43207,1662 Williams Rd,Columbus,OH,43207,582ee79f-3915-56b6-a8d4-5160031599a5,010-013761,-82.950398,39.890926
Equip4u,Equip4u,,054015849,"1150 CORRUGATED WAY, COLUMBUS, OH 43201",,6147254060,423740,Refrigeration Equipment and Supplies Merchant Wholesalers,50780000,Refrigeration equipment and supplies,2,2016,Single Location,1160 Corrugated Way,Columbus,OH,43201,1150 Corrugated Way,Columbus,OH,43201,4b76a3b5-41c5-50cc-811e-6723eb23f328,010-213590,-82.990045,39.988236
Rapid Performance Inc,Rapid Performance Inc,,124299152,"1150 CORRUGATED WAY, COLUMBUS, OH 43201",www.rapidperformancenyc.com,6142917223,488510,Freight Transportation Arrangement,47310200,Freight forwarding,2,1996,Single Location,1180 Corrugated Way,Columbus,OH,43201,1150 Corrugated Way,Columbus,OH,43201,4b76a3b5-41c5-50cc-811e-6723eb23f328,010-213590,-82.989584,39.988525
Friendly Candle LLC,Friendly Candle LLC,,088590892,"1150 CORRUGATED WAY, COLUMBUS, OH 43201",www.friendlycandle.com,7406830312,339999,All Other Miscellaneous Manufacturing,39999905,Candles,2,2016,Single Location,1160 Corrugated Way,Columbus,OH,43201,1150 Corrugated Way,Columbus,OH,43201,4b76a3b5-41c5-50cc-811e-6723eb23f328,010-213590,-83.044798,39.991932
Versatile Concrete Company,Versatile Concrete Company,,091454542,"1150 CORRUGATED WAY, COLUMBUS, OH 43201",www.ticoncrete.com,,238110,Poured Concrete Foundation and Structure Contractors,17710000,Concrete work,2,2021,Single Location,1180 Corrugated Way,Columbus,OH,43201,1150 Corrugated Way,Columbus,OH,43201,4b76a3b5-41c5-50cc-811e-6723eb23f328,010-213590,-82.989584,39.988525
Ariesgate Technologies Inc.,Ariesgate Technologies Inc.,,079190387,"1150 CORRUGATED WAY, COLUMBUS, OH 43201",www.ariesgate.com,4085084283,336390,Other Motor Vehicle Parts Manufacturing,37140000,Motor vehicle parts and accessories,1,2011,Single Location,1160 Corrugated Way,Columbus,OH,43201,1150 Corrugated Way,Columbus,OH,43201,4b76a3b5-41c5-50cc-811e-6723eb23f328,010-213590,-82.990045,39.988236
"Pjpad Realty, LLC","Pjpad Realty, LLC",,181028494,"3799 E LIVINGSTON AVE, COLUMBUS, OH 43227",,,531210,Offices of Real Estate Agents and Brokers,65310100,Real estate brokers and agents,2,2005,Single Location,3805 E Livingston Ave,Columbus,OH,43227,3799 E Livingston Ave,Columbus,OH,43227,83f54993-27a2-5751-b981-e5aec3f386e7,010-233239,-82.892632,39.944047
"W. D. Tire Warehouse, Inc.","W. D. Tire Warehouse, Inc.",Convenient Tire Service,144473410,"3799 E LIVINGSTON AVE, COLUMBUS, OH 43227",www.wdtire.com,6144618944,423130,Tire and Tube Merchant Wholesalers,50149901,Automobile tires and tubes,32,1985,HQ,3805 E Livingston Ave,Columbus,OH,43227,3799 E Livingston Ave,Columbus,OH,43227,83f54993-27a2-5751-b981-e5aec3f386e7,010-233239,-82.892632,39.944047
Elite Indoor Boat & Rv Storage,Elite Indoor Boat & Rv Storage,,831010967,"3799 E LIVINGSTON AVE, COLUMBUS, OH 43227",,,493110,General Warehousing and Storage,42250000,General warehousing and storage,2,2009,Single Location,3805 E Livingston Ave,Columbus,OH,43227,3799 E Livingston Ave,Columbus,OH,43227,83f54993-27a2-5751-b981-e5aec3f386e7,010-233239,-82.892632,39.944047
"W D Tire Realty, LLC","W D Tire Realty, LLC",,099903196,"3799 E LIVINGSTON AVE, COLUMBUS, OH 43227",,,531210,Offices of Real Estate Agents and Brokers,65310100,Real estate brokers and agents,2,1998,Single Location,3805 E Livingston Ave,Columbus,OH,43227,3799 E Livingston Ave,Columbus,OH,43227,83f54993-27a2-5751-b981-e5aec3f386e7,010-233239,-82.892632,39.944047
R. E Michel Co.,R. E Michel Co.,,036398219,"3799 E LIVINGSTON AVE, COLUMBUS, OH 43227",www.remichel.com,6143381899,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",0,2011,Single Location,3799 E Livingston Ave,Columbus,OH,43227,3799 E Livingston Ave,Columbus,OH,43227,83f54993-27a2-5751-b981-e5aec3f386e7,010-233239,-82.893781,39.9449
"K & M Tire, Inc.","K & M Tire, Inc.",,105753671,"3799 E LIVINGSTON AVE, COLUMBUS, OH 43227",www.kmtire.com,6143388625,441340,Tire Dealers,55319901,Automotive tires,2,,Branch,3805 E Livingston Ave,Columbus,OH,43227,3799 E Livingston Ave,Columbus,OH,43227,83f54993-27a2-5751-b981-e5aec3f386e7,010-233239,-82.892632,39.944047
"Eastway Supplies, Inc.","Eastway Supplies, Inc.",,054024062,"1561 ALUM CREEK DR, COLUMBUS, OH 43209",www.eastwaysupplies.com,6142523650,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,50740300,Plumbing fittings and supplies,40,1971,Single Location,1561 Alum Creek Dr,Columbus,OH,43209,1561 Alum Creek Dr,Columbus,OH,43209,5f5c82c0-8794-5967-b3bd-3d3f20512080,010-113444,-82.946095,39.938649
AVI Catering,AVI Catering,,055959127,"6465 BUSCH BLVD, COLUMBUS, OH 43229",www.cateringbydesign.com,6144361234,722320,Caterers,58129903,Caterers,11,2013,Single Location,6465 Busch Blvd,Columbus,OH,43229,6465 Busch Blvd,Columbus,OH,43229,b079d588-c949-5585-a06b-35ef78cee983,610-105121,-82.99465,40.09722
"West-Camp Press, Inc.","West-Camp Press, Inc.",,004290516,"39 COLLEGEVIEW RD, WESTERVILLE, OH 43081",www.westcamppress.com,6148822378,323111,Commercial Printing (except Screen and Books),27520101,Offset printing,75,1961,HQ,39 Collegeview Rd,Westerville,OH,43081,39 Collegeview Rd,Westerville,OH,43081,dfdc41bd-d1e3-55fb-b85c-99ae0a27b05d,080-002748,-82.94459,40.12341
"American Colorscans, Inc.","American Colorscans, Inc.",,078665892,"39 COLLEGEVIEW RD, WESTERVILLE, OH 43081",www.westcamppress.com,,541922,Commercial Photography,73350000,Commercial photography,1,2012,Single Location,39 Collegeview Rd,Westerville,OH,43081,39 Collegeview Rd,Westerville,OH,43081,dfdc41bd-d1e3-55fb-b85c-99ae0a27b05d,080-002748,-82.94459,40.12341
National Disaster Services LLC,National Disaster Services LLC,,192523525,"911 STELZER RD, COLUMBUS, OH 43219",,,624230,Emergency and Other Relief Services,83220303,Disaster service,7,2004,Single Location,3242 E 11Th Ave,Columbus,OH,43219,911 Stelzer Rd,Columbus,OH,43219,51892045-2101-5d59-9b93-1c8f1221119c,010-104437,-82.918333,39.990515
"Keens Fleet & Body, LLC","Keens Fleet & Body, LLC",,117183240,"911 STELZER RD, COLUMBUS, OH 43219",,6144435338,811121,"Automotive Body, Paint, and Interior Repair and Maintenance",75320401,"Body shop, automotive",10,2018,HQ,3303 E 11Th Ave,Columbus,OH,43219,911 Stelzer Rd,Columbus,OH,43219,51892045-2101-5d59-9b93-1c8f1221119c,010-104437,-82.915784,39.990045
"Ohio Mobile Shredding, LLC","Ohio Mobile Shredding, LLC",,196907372,"911 STELZER RD, COLUMBUS, OH 43219",www.shredohio.com,6142361979,561499,All Other Business Support Services,73899911,Document and office record destruction,13,1988,HQ,3275 E 11Th Ave,Columbus,OH,43219,911 Stelzer Rd,Columbus,OH,43219,51892045-2101-5d59-9b93-1c8f1221119c,010-104437,-82.917198,39.990118
Florida Foundation Authority LLC,Florida Foundation Authority LLC,,115609474,"911 STELZER RD, COLUMBUS, OH 43219",,,813410,Civic and Social Organizations,86410000,Civic and social associations,3,2018,Single Location,911 Stelzer Rd,Columbus,OH,43219,911 Stelzer Rd,Columbus,OH,43219,51892045-2101-5d59-9b93-1c8f1221119c,010-104437,-82.917229,39.990129
"Ohio Mobile Shredding, LLC","Ohio Mobile Shredding, LLC",,838331742,"911 STELZER RD, COLUMBUS, OH 43219",www.shredohio.com,6142361979,561499,All Other Business Support Services,73899911,Document and office record destruction,4,,Branch,3275 E 11Th Ave,Columbus,OH,43219,911 Stelzer Rd,Columbus,OH,43219,51892045-2101-5d59-9b93-1c8f1221119c,010-104437,-82.917198,39.990118
